Jahr,Titel englisch
1997,Fire Down Below
1997,Wishmaster
1997,Rocket Man
1997,Jackie Chan's First Strike
1997,Eve's Bayou
1997,The 6th Man
1997,The Peacekeeper
1997,Playing God
1997,U-Turn
1997,Gattaca
1997,Cube
1996,Independence Day
1996,Twister
1996,Mission: Impossible
1996,Jerry Maguire
1996,Ransom
1996,101 Dalmatians (1996)
1996,The Rock
1996,The Nutty Professor (1996)
1996,The Birdcage
1996,A Time to Kill
1996,The First Wives Club
1996,Phenomenon
1996,Scream
1996,Eraser
1996,The Hunchback of Notre Dame
1996,Michael
1996,Star Trek: First Contact
1996,Space Jam
1996,The English Patient
1996,Broken Arrow (1996)
1996,Beavis and Butt-Head Do America
1996,Jingle All the Way
1996,The Cable Guy
1996,Courage Under Fire
1996,Jack
1996,Executive Decision
1996,Primal Fear
1996,Tin Cup
1996,Sleepers
1996,Dragonheart
1996,Up Close and Personal
1996,Evita
1996,The Preacher's Wife
1996,Romeo + Juliet
1996,One Fine Day
1996,The Mirror Has Two Faces
1996,Happy Gilmore
1996,The Ghost and the Darkness
1996,Mars Attacks!
1996,Set It Off
1996,Shine
1996,The Truth About Cats & Dogs
1996,A Thin Line Between Love and Hate
1996,Muppet Treasure Island
1996,Matilda
1996,The Long Kiss Goodnight
1996,Striptease
1996,Daylight
1996,Homeward Bound II: Lost in San Francisco
1996,Black Sheep
1996,Rumble in the Bronx
1996,Eddie
1996,Sgt. Bilko
1996,James and the Giant Peach
1996,The Island of Dr. Moreau
1996,Spy Hard
1996,Eye for an Eye
1996,Harriet the Spy
1996,First Kid
1996,That Thing You Do!
1996,From Dusk Till Dawn
1996,Down Periscope
1996,John Carpenter's Escape From L.A.
1996,Fly Away Home
1996,Kingpin
1996,The Craft
1996,Fargo
1996,Sling Blade
1996,D3: The Mighty Ducks
1996,The Juror
1996,My Fellow Americans
1996,Emma
1996,The Quest
1996,Bulletproof
1996,A Very Brady Sequel
1996,High School High
1996,Chain Reaction
1996,Multiplicity
1996,Oliver & Company (Re-issue)
1996,Fear
1996,The Glimmer Man
1996,City Hall
1996,The People Vs. Larry Flynt
1996,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
1996,Flipper
1996,Mother (1996)
1996,Bed of Roses
1996,Kazaam
1996,The Fan
1996,Last Man Standing
1996,The Crow: City of Angels
1996,Extreme Measures
1996,The Phantom
1996,Fled
1996,Diabolique (1996)
1996,The Frighteners
1996,Trainspotting
1996,Supercop
1996,Stephen King's Thinner
1996,The Adventures of Pinocchio
1996,Lawnmower Man 2: Beyond Cyberspace
1996,Silent Trigger
1995,Toy Story
1995,Batman Forever
1995,Apollo 13
1995,Pocahontas
1995,Ace Ventura: When Nature Calls
1995,GoldenEye
1995,Jumanji
1995,Casper
1995,Seven
1995,Die Hard: With A Vengeance
1995,Crimson Tide
1995,Waterworld
1995,Dangerous Minds
1995,Mr. Holland's Opus
1995,While You Were Sleeping
1995,Congo
1995,Father of the Bride Part II
1995,Braveheart
1995,Get Shorty
1995,Grumpier Old Men
1995,The Bridges of Madison County
1995,Mortal Kombat
1995,Nine Months
1995,Outbreak
1995,Heat
1995,Waiting to Exhale
1995,Bad Boys
1995,Babe
1995,The American President
1995,Species
1995,12 Monkeys
1995,Clueless
1995,Sabrina
1995,Something to Talk About
1995,The Net
1995,Under Siege 2: Dark Territory
1995,A Walk in the Clouds
1995,The Brady Bunch Movie
1995,Sense and Sensibility
1995,Casino
1995,Man of the House
1995,Dead Man Walking
1995,French Kiss
1995,Higher Learning
1995,Mighty Morphin' Power Rangers
1995,First Knight
1995,Just Cause
1995,"To Wong Foo, Thanks for Everything, Julie Newmar"
1995,The Indian in the Cupboard
1995,Money Train
1995,A Goofy Movie
1995,Judge Dredd
1995,Forget Paris
1995,Tommy Boy
1995,Copycat
1995,Leaving Las Vegas
1995,Rob Roy
1995,Powder
1995,Assassins
1995,Free Willy 2: The Adventure Home
1995,Major Payne
1995,Friday
1995,Now and Then
1995,Houseguest
1995,Billy Madison
1995,Desperado
1995,Operation Dumbo Drop
1995,Dolores Claiborne
1995,Dead Presidents
1995,Virtuosity
1995,Tom and Huck
1995,How to Make an American Quilt
1995,Boys on the Side
1995,Circle of Friends
1995,The Usual Suspects
1995,Don Juan de Marco
1995,Il Postino
1995,To Die For
1995,Demon Knight
1995,Showgirls
1995,Sudden Death
1995,Vampire in Brooklyn
1995,It Takes Two
1995,Johnny Mnemonic
1995,The Quick and the Dead
1995,The Big Green
1995,Heavyweights
1995,Home for the Holidays
1995,Murder in the First
1995,Jury Duty
1995,Devil in a Blue Dress
1995,The Prophecy
1995,Across the Sea of Time (IMAX)
1995,Mad Love
1995,Muriel's Wedding
1995,Halloween: The Curse of Michael Myers
1995,Wings of Courage (IMAX)
1995,Kiss of Death
1995,Candyman: Farewell to the Flesh
1995,Nixon
1995,Crying Freeman
1994,Forrest Gump
1994,The Lion King
1994,True Lies
1994,The Santa Clause
1994,The Flintstones
1994,Dumb and Dumber
1994,Clear and Present Danger
1994,Speed
1994,The Mask
1994,Pulp Fiction
1994,Interview with the Vampire
1994,Maverick
1994,The Client
1994,Disclosure
1994,Star Trek: Generations
1994,Ace Ventura: Pet Detective
1994,Stargate
1994,Legends of the Fall
1994,Wolf
1994,The Specialist
1994,Four Weddings and a Funeral
1994,The Little Rascals
1994,The Naked Gun 33 1/3: The Final Insult
1994,The Crow
1994,Natural Born Killers
1994,Angels in the Outfield (1994)
1994,Little Women (1994)
1994,When a Man Loves a Woman
1994,The River Wild
1994,D2: The Mighty Ducks
1994,Timecop
1994,City Slickers II: The Legend of Curly's Gold
1994,The Jungle Book (1994)
1994,Beverly Hills Cop III
1994,Nobody's Fool
1994,The Paper
1994,On Deadly Ground
1994,Richie Rich
1994,It Could Happen to You
1994,Junior
1994,Nell
1994,Street Fighter
1994,The Shadow
1994,I Love Trouble
1994,Major League II
1994,Blank Check
1994,Blown Away
1994,A Low Down Dirty Shame
1994,In the Army Now
1994,Drop Zone
1994,The Shawshank Redemption
1994,Guarding Tess
1994,I.Q.
1994,"My Father, the Hero"
1994,Wyatt Earp
1994,Quiz Show
1994,Renaissance Man
1994,Blue Chips
1994,Mary Shelley's Frankenstein
1994,Intersection
1994,The Air Up There
1994,Iron Will
1994,Reality Bites
1994,Jason's Lyric
1994,Speechless
1994,The Cowboy Way
1994,"Corrina, Corrina"
1994,Only You
1994,With Honors
1994,Color of Night
1994,8 Seconds
1994,The Professional
1994,Little Giants
1994,House Party 3
1994,Getting Even With Dad
1994,Love Affair
1994,Sugar Hill
1994,Milk Money
1994,Wes Craven's New Nightmare
1994,My Girl 2
1994,Miracle on 34th Street (1994)
1994,The War
1994,Baby's Day Out
1994,Lightning Jack
1994,Andre
1994,Blink
1994,Terminal Velocity
1994,Monkey Trouble
1994,Above the Rim
1994,The Getaway (1994)
1994,No Escape
1994,Bad Girls
1994,The Madness of King George
1994,Threesome
1994,The Pagemaster
1994,Crooklyn
1994,Bullets Over Broadway
1994,Greedy
1994,Little Big League
1994,3 Ninjas Kick Back
1994,Highlander III – The Sorcerer
1993,Jurassic Park
1993,Mrs. Doubtfire
1993,The Fugitive
1993,The Firm
1993,Sleepless in Seattle
1993,Indecent Proposal
1993,In the Line of Fire
1993,The Pelican Brief
1993,Schindler's List
1993,Cliffhanger
1993,Free Willy
1993,Philadelphia
1993,Groundhog Day
1993,Grumpy Old Men
1993,Cool Runnings
1993,Dave
1993,Rising Sun
1993,Demolition Man
1993,Sister Act 2: Back in the Habit
1993,Tombstone
1993,The Three Musketeers (1993)
1993,Rookie of the Year
1993,Beethoven's 2nd
1993,Dennis the Menace
1993,Sommersby
1993,Last Action Hero
1993,Tim Burton's The Nightmare Before Christmas
1993,Addams Family Values
1993,Wayne's World 2
1993,Malice
1993,Made in America
1993,The Good Son
1993,The Beverly Hillbillies
1993,Teenage Mutant Ninja Turtles III
1993,Homeward Bound: The Incredible Journey
1993,Snow White and the Seven Dwarfs (Re-issue) (1993)
1993,Falling Down
1993,The Piano
1993,Hocus Pocus
1993,What's Love Got to Do with It
1993,Hot Shots! Part Deux
1993,Carlito's Way
1993,Alive
1993,Son-in-Law
1993,Sliver
1993,Robin Hood: Men in Tights
1993,Dragon: The Bruce Lee Story
1993,The Joy Luck Club
1993,Hard Target
1993,The Sandlot
1993,The Age of Innocence
1993,Cop and a Half
1993,The Secret Garden
1993,A Perfect World
1993,Point of No Return
1993,Loaded Weapon 1
1993,Menace II Society
1993,My Life
1993,Poetic Justice
1993,Shadowlands
1993,In the Name of the Father
1993,The Man Without a Face
1993,Striking Distance
1993,The Adventures of Huck Finn
1993,Benny and Joon
1993,The Remains of the Day
1993,The Program
1993,Guilty as Sin
1993,Rudy
1993,Much Ado About Nothing
1993,Nowhere to Run
1993,Like Water for Chocolate
1993,Coneheads
1993,Super Mario Bros.
1993,Another Stakeout
1993,Fire in the Sky
1993,Sniper
1993,Untamed Heart
1993,Geronimo: An American Legend
1993,Posse
1993,CB4
1993,Born Yesterday
1993,A Bronx Tale
1993,Sidekicks
1993,Heart and Souls
1993,Jason Goes to Hell: The Final Friday
1993,Needful Things
1993,Indian Summer
1993,The Vanishing
1993,The Crush
1993,Body of Evidence
1993,Man's Best Friend
1993,A Far Off Place
1993,Weekend at Bernie's II
1993,Judgment Night
1993,Life with Mikey
1993,Undercover Blues
1993,True Romance
1993,Strictly Ballroom
1993,So I Married an Axe Murderer
1993,Les Visiteurs
1993,The House of the Spirits
1992,Aladdin
1992,Home Alone 2: Lost in New York
1992,Batman Returns
1992,Lethal Weapon 3
1992,A Few Good Men
1992,Sister Act
1992,The Bodyguard
1992,Wayne's World
1992,Basic Instinct
1992,A League of Their Own
1992,Unforgiven
1992,The Hand That Rocks the Cradle
1992,Under Siege
1992,Patriot Games
1992,Bram Stoker's Dracula
1992,White Men Can't Jump
1992,The Last of the Mohicans
1992,Boomerang
1992,Scent of a Woman
1992,The Crying Game
1992,Far and Away
1992,"Honey, I Blew Up the Kid"
1992,Housesitter
1992,Death Becomes Her
1992,Unlawful Entry
1992,Beethoven
1992,Forever Young
1992,Alien 3
1992,My Cousin Vinny
1992,Sneakers
1992,The Mighty Ducks
1992,Malcolm X
1992,Single White Female
1992,The Distinguished Gentleman
1992,Medicine Man
1992,Passenger 57
1992,A River Runs Through It
1992,Encino Man
1992,Mo' Money
1992,Universal Soldier
1992,Honeymoon in Vegas
1992,The Lawnmower Man
1992,Sleepwalkers
1992,3 Ninjas
1992,Final Analysis
1992,Stop! Or My Mom Will Shoot!
1992,The Muppet Christmas Carol
1992,Howards End
1992,Candyman
1992,The Cutting Edge
1992,Ferngully: The Last Rainforest
1992,Hoffa
1992,Leap of Faith
1992,Toys
1992,Thunderheart
1992,Captain Ron
1992,The Player
1992,Shining Through
1992,Consenting Adults
1992,Raising Cain
1992,Straight Talk
1992,Kuffs
1992,Mr. Baseball
1992,Juice
1992,Prelude to a Kiss
1992,Hero
1992,Singles
1992,Used People
1992,The Babe
1992,Freejack
1992,Pet Sematary II
1992,Deep Cover
1992,Buffy the Vampire Slayer
1992,Pure Country
1992,Ladybugs
1992,School Ties
1992,City of Joy
1992,Memoirs of an Invisible Man
1992,Rapid Fire
1992,Cool World
1992,Mr. Saturday Night
1992,Class Act
1992,Trespass
1992,Enchanted April
1992,American Me
1992,Hellraiser III: Hell on Earth
1992,A Stranger Among Us
1992,Rock-A-Doodle
1992,Jennifer 8
1992,Whispers in the Dark
1992,Stay Tuned
1992,Glengarry Glen Ross
1992,Husbands and Wives
1992,Chaplin
1992,Gladiator (1992)
1992,White Sands
1992,Once Upon a Crime
1992,Bebe's Kids
1992,Baraka
1992,Live Wire
1992,Braindead
1992,–
1991,Terminator 2: Judgment Day
1991,Robin Hood: Prince of Thieves
1991,Beauty and the Beast
1991,The Silence of the Lambs
1991,City Slickers
1991,Hook
1991,The Addams Family
1991,Sleeping with the Enemy
1991,Father of the Bride
1991,The Naked Gun 2 1/2: The Smell of Fear
1991,Fried Green Tomatoes
1991,Cape Fear
1991,Teenage Mutant Ninja Turtles II
1991,Backdraft
1991,Star Trek VI: The Undiscovered Country
1991,The Prince of Tides
1991,JFK
1991,Hot Shots!
1991,What About Bob?
1991,The Last Boy Scout
1991,My Girl
1991,Boyz N the Hood
1991,Doc Hollywood
1991,Bugsy
1991,New Jack City
1991,The Rocketeer
1991,Thelma and Louise
1991,Point Break
1991,Regarding Henry
1991,The Fisher King
1991,Out for Justice
1991,The Doctor
1991,Bill and Ted's Bogus Journey
1991,Dead Again
1991,Soapdish
1991,Freddy's Dead: The Final Nightmare
1991,White Fang
1991,The Doors
1991,King Ralph
1991,Curly Sue
1991,Dying Young
1991,Grand Canyon
1991,Jungle Fever
1991,Double Impact
1991,L.A. Story
1991,Deceived
1991,Necessary Roughness
1991,The Hard Way
1991,Other People's Money
1991,Don't Tell Mom the Babysitter's Dead
1991,Problem Child 2
1991,Little Man Tate
1991,Class Action
1991,The People Under the Stairs
1991,Lionheart
1991,Oscar
1991,Frankie and Johnny (1991)
1991,Pure Luck
1991,An American Tail: Fievel Goes West
1991,Only the Lonely
1991,Ricochet
1991,F/X 2
1991,Mobsters
1991,House Party 2
1991,Mortal Thoughts
1991,Paradise (1991)
1991,For the Boys
1991,The Neverending Story II
1991,Hudson Hawk
1991,Defending Your Life
1991,Billy Bathgate
1991,Highlander 2: The Quickening
1991,Switch
1991,A Kiss Before Dying
1991,Shipwrecked
1991,Toy Soldiers
1991,Madonna: Truth or Dare
1991,Child's Play 3
1991,The Commitments
1991,Once Around
1991,All I Want for Christmas
1991,Not Without My Daughter
1991,Flight of the Intruder
1991,Ernest Scared Stupid
1991,The Perfect Weapon
1991,Drop Dead Fred
1991,The Marrying Man
1991,Shattered
1991,Career Opportunities
1991,One Good Cop
1991,V.I. Warshawski
1991,The Super
1991,A Rage in Harlem
1991,"He Said, She Said"
1991,The Butcher's Wife
1991,Scenes From a Mall
1991,Guilty by Suspicion
1991,Body Parts
1991,Stone Cold
1991,-
1990,Home Alone
1990,Ghost
1990,Dances with Wolves
1990,Pretty Woman
1990,Teenage Mutant Ninja Turtles
1990,The Hunt for Red October
1990,Total Recall
1990,Die Hard 2: Die Harder
1990,Dick Tracy
1990,Kindergarten Cop
1990,Back to the Future Part III
1990,Presumed Innocent
1990,Days of Thunder
1990,Another 48 HRS.
1990,Three Men and a Little Lady
1990,Bird on a Wire
1990,The Godfather Part III
1990,Flatliners
1990,Misery
1990,Edward Scissorhands
1990,Problem Child
1990,Arachnophobia
1990,Awakenings
1990,Look Who's Talking Too
1990,Hard to Kill
1990,Goodfellas
1990,Marked for Death
1990,Robocop 2
1990,Young Guns II
1990,Gremlins 2: The New Batch
1990,Rocky V
1990,Joe Versus the Volcano
1990,Postcards from the Edge
1990,Mermaids
1990,Darkman
1990,Air America
1990,Predator 2
1990,Green Card
1990,Pacific Heights
1990,Child's Play 2
1990,The Rescuers Down Under
1990,Internal Affairs
1990,Cadillac Man
1990,Memphis Belle
1990,House Party
1990,Jacob's Ladder
1990,The Exorcist III
1990,Navy Seals
1990,Ernest Goes to Jail
1990,Ghost Dad
1990,My Blue Heaven
1990,The Russia House
1990,The First Power
1990,The Rookie (1990)
1990,The Freshman
1990,The Adventures of Ford Fairlane
1990,Quigley Down Under
1990,Madhouse
1990,Hamlet (1990)
1990,Jetsons: The Movie
1990,Stella
1990,Taking Care of Business
1990,Betsy's Wedding
1990,DuckTales the Movie: Treasures of the Lost Lamp
1990,Sibling Rivalry
1990,White Palace
1990,The Guardian (1990)
1990,Death Warrant
1990,Tremors
1990,Tales From the Darkside: The Movie
1990,Men at Work
1990,I Love You to Death
1990,Mo' Better Blues
1990,Avalon
1990,The Bonfire of the Vanities
1990,Revenge
1990,Reversal of Fortune
1990,Mr. Destiny
1990,Spaced Invaders
1990,Quick Change
1990,Fire Birds
1990,Wild at Heart
1990,The Lord of the Flies
1990,The Grifters
1990,Crazy People
1990,Bad Influence
1990,Cinema Paradiso
1990,Graveyard Shift
1990,Henry & June
1990,Pump Up the Volume
1990,Opportunity Knocks
1990,Q & A
1990,Wild Orchid
1990,Nuns on the Run
1990,Narrow Margin
1990,The Witches
1990,The Two Jakes
1990,-
1989,Batman
1989,Indiana Jones and the Last Crusade
1989,Lethal Weapon 2
1989,Look Who's Talking
1989,"Honey, I Shrunk the Kids"
1989,Back to the Future Part II
1989,Ghostbusters II
1989,Driving Miss Daisy
1989,Parenthood
1989,Dead Poets Society
1989,When Harry Met Sally...
1989,The War of the Roses
1989,The Little Mermaid
1989,Steel Magnolias
1989,Christmas Vacation
1989,Turner & Hooch
1989,Born on the Fourth of July
1989,Uncle Buck
1989,Field of Dreams
1989,Tango & Cash
1989,Harlem Nights
1989,Sea of Love
1989,Pet Sematary
1989,The Abyss
1989,Star Trek V: The Final Frontier
1989,Major League
1989,"See No Evil, Hear No Evil"
1989,Black Rain
1989,Always
1989,K-9
1989,Three Fugitives
1989,Bill & Ted's Excellent Adventure
1989,The Karate Kid Part III
1989,The 'Burbs
1989,Fletch Lives
1989,License to Kill
1989,Lean on Me
1989,The Bear
1989,Weekend at Bernie's
1989,Road House
1989,The Dream Team
1989,Do the Right Thing
1989,All Dogs Go to Heaven
1989,Glory
1989,"sex, lies and videotape"
1989,A Nightmare on Elm Street 5: The Dream Child
1989,Dad
1989,Lock Up
1989,Cousins
1989,Say Anything
1989,An Innocent Man
1989,The Fly II
1989,Skin Deep
1989,Blaze
1989,Her Alibi
1989,Casualties of War
1989,Prancer
1989,The Fabulous Baker Boys
1989,Crimes and Misdemeanors
1989,Shocker
1989,Chances Are
1989,No Holds Barred
1989,Next of Kin
1989,Leviathan
1989,She-Devil
1989,My Left Foot
1989,Kickboxer
1989,Friday the 13th Part VIII
1989,The Wizard
1989,Great Balls of Fire!
1989,Family Business
1989,Pink Cadillac
1989,She's Out of Control
1989,Halloween 5
1989,Gross Anatomy
1989,Police Academy 6: City Under Siege
1989,Young Einstein
1989,Who's Harry Crumb?
1989,New York Stories
1989,The Package
1989,We're No Angels
1989,Cyborg
1989,Henry V
1989,Criminal Law
1989,Tap
1989,Renegades
1989,Scandal
1989,True Believer
1989,Troop Beverly Hills
1989,Cheetah
1989,Deepstar Six
1989,Dead Bang
1989,The Adventures of Baron Munchausen
1989,Dead Calm
1989,"Enemies, A Love Story"
1989,Disorganized Crime
1989,Johnny Handsome
1988,Rain Man
1988,Who Framed Roger Rabbit
1988,Coming to America
1988,Big
1988,Twins
1988,Crocodile Dundee II
1988,Die Hard
1988,The Naked Gun: From the Files of Police Squad!
1988,Cocktail
1988,Beetlejuice
1988,Working Girl
1988,A Fish Called Wanda
1988,Scrooged
1988,Willow
1988,Beaches
1988,Rambo III
1988,Oliver & Company
1988,Bull Durham
1988,A Nightmare on Elm Street 4: The Dream Master
1988,The Land Before Time
1988,Colors
1988,Young Guns
1988,Biloxi Blues
1988,Dirty Rotten Scoundrels
1988,The Great Outdoors
1988,Tequila Sunrise
1988,Big Business
1988,Midnight Run
1988,The Dead Pool
1988,Red Heat
1988,Dangerous Liaisons
1988,Mississippi Burning
1988,Child's Play
1988,The Accidental Tourist
1988,The Accused
1988,Shoot to Kill
1988,Ernest Saves Christmas
1988,Betrayed
1988,Funny Farm
1988,Alien Nation
1988,Gorillas in the Mist
1988,License to Drive
1988,Short Circuit 2
1988,Married to the Mob
1988,Punchline
1988,The Presidio
1988,Action Jackson
1988,Tucker: The Man and His Dream
1988,The Serpent and the Rainbow
1988,Police Academy 5: Assignment: Miami Beach
1988,Friday the 13th Part VII
1988,Cocoon: The Return
1988,The Seventh Sign
1988,Above the Law
1988,Halloween 4: The Return of Michael Myers
1988,Frantic
1988,Johnny Be Good
1988,For Keeps
1988,Crossing Delancey
1988,"Bright Lights, Big City"
1988,She's Having a Baby
1988,Masquerade
1988,Big Top Pee-Wee
1988,Arthur 2: On the Rocks
1988,School Daze
1988,Poltergeist III
1988,Stand and Deliver
1988,My Stepmother is an Alien
1988,The Milagro Beanfield War
1988,Return to Snowy River
1988,Vice Versa
1988,I'm Gonna Git You Sucka
1988,They Live
1988,Mystic Pizza
1988,D.O.A.
1988,Everybody's All-American
1988,Casual Sex?
1988,Hellbound: Hellraiser II
1988,Bloodsport
1988,Caddyshack II
1988,Moon Over Parador
1988,The Couch Trip
1988,Moving
1988,Iron Eagle II
1988,Shakedown
1988,The Unbearable Lightness of Being
1988,Bad Dreams
1988,Return of the Living Dead 2
1988,Switching Channels
1988,Salsa - The Motion Picture
1988,Clean and Sober
1988,U2: Rattle and Hum
1988,High Spirits
1988,Without a Clue
1988,The Last Temptation of Christ
1988,Satisfaction
1988,The Blob
1988,Dead Ringers
1988,The January Man
1988,Le Grand Bleu – The Big Blue
1987,Three Men and a Baby
1987,Fatal Attraction
1987,Beverly Hills Cop II
1987,"Good Morning, Vietnam"
1987,Moonstruck
1987,The Untouchables
1987,The Secret of My Success
1987,Stakeout
1987,Lethal Weapon
1987,The Witches of Eastwick
1987,Dirty Dancing
1987,Predator
1987,Throw Momma From the Train
1987,Dragnet
1987,La Bamba
1987,Robocop
1987,Outrageous Fortune
1987,Broadcast News
1987,The Living Daylights
1987,Eddie Murphy Raw
1987,"Planes, Trains and Automobiles"
1987,Full Metal Jacket
1987,A Nightmare on Elm Street 3: Dream Warriors
1987,The Last Emperor
1987,Wall Street
1987,Mannequin
1987,Roxanne
1987,Blind Date
1987,The Running Man
1987,Spaceballs
1987,Summer School
1987,No Way Out
1987,"Like Father, Like Son"
1987,Adventures in Babysitting
1987,* batteries not included
1987,The Lost Boys
1987,Can't Buy Me Love
1987,Nuts
1987,The Princess Bride
1987,Revenge of the Nerds II: Nerds in Paradise
1987,Harry and the Hendersons
1987,Police Academy 4: Citizens on Patrol
1987,Overboard
1987,Baby Boom
1987,Innerspace
1987,Tin Men
1987,Black Widow
1987,Ernest Goes to Camp
1987,Raising Arizona
1987,Benji the Hunted
1987,Empire of the Sun
1987,Jaws IV: The Revenge
1987,Hello Again
1987,Critical Condition
1987,The Principal
1987,Suspect
1987,The Believers
1987,Some Kind of Wonderful
1987,Project X (1987)
1987,The Big Easy
1987,Born in East L.A.
1987,Masters of the Universe
1987,Angel Heart
1987,Burglar
1987,Over the Top
1987,Superman IV: The Quest for Peace
1987,Flowers in the Attic
1987,Radio Days
1987,Hellraiser
1987,Ishtar
1987,Prince of Darkness
1987,Creepshow 2
1987,Hamburger Hill
1987,The Gate
1987,The Pick-Up Artist
1987,Back to the Beach
1987,The Bedroom Window
1987,The Fourth Protocol
1987,Less Than Zero
1987,Fatal Beauty
1987,Extreme Prejudice
1987,Light of Day
1987,Disorderlies
1987,Someone to Watch Over Me
1987,Hope and Glory
1987,Maid to Order
1987,The Hidden
1987,From the Hip
1987,My Life as a Dog
1987,Teen Wolf Too
1987,House II
1987,Wanted: Dead or Alive
1987,Ironweed
1987,Who's That Girl
1987,Hiding Out
1987,Death Wish 4: The Crackdown
1987,The Chipmunk Adventure
1987,Bloodsport
1986,Top Gun
1986,Crocodile Dundee
1986,Platoon
1986,The Karate Kid Part II
1986,Star Trek IV: The Voyage Home
1986,Back to School
1986,Aliens
1986,The Golden Child
1986,Ruthless People
1986,Ferris Bueller's Day Off
1986,Down and Out in Beverly Hills
1986,The Color of Money
1986,Stand by Me
1986,Legal Eagles
1986,Cobra
1986,An American Tail
1986,Police Academy 3: Back in Training
1986,Heartbreak Ridge
1986,Peggy Sue Got Married
1986,Poltergeist II: The Other Side
1986,Short Circuit
1986,Pretty in Pink
1986,The Fly
1986,Three Amigos
1986,Little Shop of Horrors
1986,About Last Night...
1986,Running Scared
1986,The Money Pit
1986,Gung Ho
1986,Hannah and Her Sisters
1986,Nothing in Common
1986,Children of a Lesser God
1986,Jumpin' Jack Flash
1986,Hoosiers
1986,Soul Man
1986,Wildcats
1986,The Great Mouse Detective
1986,Heartburn
1986,The Morning After
1986,Iron Eagle
1986,Crimes of the Heart
1986,Tough Guys
1986,A Room with a View
1986,F/X
1986,Friday the 13th Part VI
1986,House
1986,Flight of the Navigator
1986,"Jo Jo Dancer, Your Life is Calling"
1986,The Delta Force
1986,The Mission
1986,Howard the Duck
1986,Raw Deal
1986,Armed and Dangerous
1986,Legend
1986,Youngblood
1986,Psycho III
1986,The Mosquito Coast
1986,Sweet Liberty
1986,One Crazy Summer
1986,Extremities
1986,Critters
1986,April Fool's Day
1986,Labyrinth
1986,Club Paradise
1986,No Mercy
1986,Brighton Beach Memoirs
1986,Firewalker
1986,Big Trouble in Little China
1986,Under the Cherry Moon
1986,Murphy's Law
1986,Space Camp
1986,Deadly Friend
1986,Manhunter
1986,Blue Velvet
1986,The Care Bears Movie 2
1986,Wise Guys
1986,Something Wild
1986,Lucas
1986,Haunted Honeymoon
1986,The Texas Chainsaw Massacre 2
1986,The Best of Times
1986,Quicksilver
1986,Maximum Overdrive
1986,Witchboard
1986,The Boy Who Could Fly
1986,The Name of the Rose
1986,She's Gotta Have It
1986,Blue City
1986,Trick or Treat
1986,9 1/2 Weeks
1986,Black Moon Rising
1986,Just Between Friends
1986,A Fine Mess
1986,My Little Pony
1986,Highlander
1986,Transformers: The Movie
1986,The Hitcher
1986,The Wraith
1985,Back to the Future
1985,Rambo: First Blood Part II
1985,Rocky IV
1985,The Color Purple
1985,Out of Africa
1985,Cocoon
1985,The Jewel of the Nile
1985,Witness
1985,The Goonies
1985,Spies Like Us
1985,Police Academy 2: Their First Assignment
1985,Fletch
1985,A View to a Kill
1985,European Vacation
1985,Mask
1985,The Breakfast Club
1985,White Nights
1985,Pale Rider
1985,Pee-Wee's Big Adventure
1985,Brewster's Millions
1985,Jagged Edge
1985,St. Elmo's Fire
1985,Mad Max Beyond Thunderdome
1985,Commando
1985,Teen Wolf
1985,Silverado
1985,Murphy's Romance
1985,A Nightmare on Elm Street 2: Freddy's Revenge
1985,Desperately Seeking Susan
1985,Prizzi's Honor
1985,The Last Dragon
1985,Agnes of God
1985,Fright Night
1985,Summer Rental
1985,The Emerald Forest
1985,Weird Science
1985,Santa Claus: The Movie
1985,The Care Bears Movie
1985,Friday the 13th - Part V
1985,The Black Cauldron
1985,Porky's Revenge (Part III)
1985,Code of Silence
1985,Volunteers
1985,Young Sherlock Holmes
1985,Year of the Dragon
1985,Ladyhawke
1985,The Sure Thing
1985,Invasion U.S.A.
1985,To Live and Die in L.A.
1985,The Falcon and the Snowman
1985,Kiss of the Spider Woman
1985,Death Wish 3
1985,King Solomon's Mines
1985,Baby: Secret of the Lost Legend
1985,Clue
1985,Remo Williams: The Adventure Begins
1985,Return of the Living Dead
1985,A Chorus Line
1985,Tomboy
1985,Follow That Bird (Sesame St.)
1985,One Magic Christmas
1985,Cat's Eye
1985,Vision Quest
1985,Real Genius
1985,Perfect
1985,Compromising Positions
1985,Silver Bullet
1985,Enemy Mine
1985,Lifeforce
1985,Just One of the Guys
1985,Return to Oz
1985,Krush Groove
1985,Gotcha!
1985,Missing in Action II: The Beginning
1985,The Purple Rose of Cairo
1985,Moving Violations
1985,After Hours
1985,American Ninja
1985,Better Off Dead
1985,Lost in America
1985,Once Bitten
1985,Brazil
1985,Explorers
1985,The Journey of Natty Gann
1985,Tuff Turf
1985,Sweet Dreams
1985,Target
1985,Mischief
1985,The Man with One Red Shoe
1985,That Was Then... This Is Now
1985,Secret Admirer
1985,Stick
1985,Twice in a Lifetime
1985,D.A.R.Y.L.
1985,Runaway Train
1985,-
1984,Beverly Hills Cop
1984,Ghostbusters
1984,Indiana Jones and the Temple of Doom
1984,Gremlins
1984,The Karate Kid
1984,Police Academy
1984,Footloose
1984,Romancing the Stone
1984,Star Trek III: The Search for Spock
1984,Splash
1984,Purple Rain
1984,Amadeus
1984,Tightrope
1984,The Natural
1984,Greystoke: The Legend of Tarzan
